Rndrng_NPI,Rndrng_Prvdr_Type,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Gndr,Tot_HCPCS_Cds,Bene_Male_Cnt,Bene_Avg_Age,Tot_Srvcs,Tot_Benes,Bene_Avg_Risk_Scre,Tot_Sbmtd_Chrg,Tot_Mdcr_Pymt_Amt,year,Fraud
1134193915,Endocrinology,IN,F,7,66.0,72,403.0,313,0.9662,67440.0,26587.41,2018,0
1255347357,Urology,GA,M,40,187.0,73,9912.0,229,1.3993,287895.0,65943.52,2017,0
1659502821,Nurse Practitioner,VA,F,3,73.0,75,126.0,115,2.0429,16263.0,6565.35,2016,0
1396736500,Physician Assistant,NY,M,18,91.0,68,272.0,222,1.0358,32497.08,9135.6,2016,0
1043307127,Anesthesiology,NJ,M,101,173.0,67,1204.0,386,2.2395,611123.14,77727.96,2016,0
1225092554,Urology,MI,M,94,1048.0,74,39760.0,1428,1.3,975592.35,397671.53,2018,0
1467487702,Certified Registered Nurse Anesthetist (CRNA),TX,F,35,34.0,74,80.0,73,2.1,110219.0,14386.77,2017,0
1437579414,Internal Medicine,PA,F,24,20.0,72,130.0,47,1.5972,14587.0,7980.74,2017,0
1841587771,Pathology,TX,M,29,191.0,72,2471.0,415,1.9076,643140.0,74889.84,2018,0
1649565375,Physical Therapist in Private Practice,AK,F,8,82.0,70,215.0,11,0.8531,25244.09,6177.74,2018,0
1679718688,Licensed Clinical Social Worker,MA,F,5,39.0,51,769.0,84,1.2228,57926.16,36136.06,2019,0
1699769489,Obstetrics & Gynecology,TX,F,28,0.0,69,321.0,145,0.7329,49517.0,14731.94,2017,0
1124184148,Otolaryngology,CO,F,29,48.0,68,287.0,108,1.5794,147296.25,20340.77,2019,0
1295011377,Nurse Practitioner,MD,F,22,23.0,70,250.0,110,0.8332,31586.0,11574.49,2019,0
1437101524,Physical Medicine and Rehabilitation,TN,M,68,237.0,72,11074.0,615,1.1939,1655523.54,258313.48,2017,0
1558704593,Hospitalist,OH,M,14,125.0,67,666.0,237,3.1894,183900.0,55355.65,2018,0
1538384375,Internal Medicine,TN,M,98,315.0,76,9032.0,821,1.2081,844193.0,253796.18,2017,0
1538301619,Obstetrics & Gynecology,ID,F,20,0.0,65,58.0,26,1.1791,11257.0,2838.79,2019,0
1508898560,Diagnostic Radiology,MA,M,95,1057.0,71,3174.0,2114,2.4451,383048.0,74473.08,2016,0
1124065594,General Surgery,CO,M,32,20.0,74,99.0,44,2.2275,30695.6,12964.21,2016,0
1336292994,Family Practice,CA,F,7,45.0,75,1106.0,111,1.1055,100195.0,59075.05,2018,0
1578660593,Podiatry,IL,M,61,303.0,75,2371.0,693,1.9337,332141.0,107456.18,2016,0
1942275276,General Surgery,NC,M,54,64.0,70,250.0,141,1.9563,104712.6,37511.24,2016,0
1023399748,Nurse Practitioner,NV,F,16,35.0,72,184.0,114,0.7755,12749.61,6659.96,2019,0
1962798256,Internal Medicine,GA,F,20,230.0,73,1186.0,467,2.2843,232553.0,87763.81,2017,0
1922086867,Psychiatry,FL,F,11,82.0,59,1817.0,188,1.7079,196535.0,125648.65,2018,0
1386992246,Nephrology,OK,M,29,278.0,69,2413.0,512,4.4065,400540.0,175236.21,2018,0
1063453660,Certified Registered Nurse Anesthetist (CRNA),NY,F,1,69.0,68,434.0,266,1.4851,1116195.0,46891.12,2018,0
1083826879,Diagnostic Radiology,CA,M,212,1083.0,71,4258.0,2638,2.4432,1061398.0,138844.89,2019,0
1306951637,General Surgery,OK,F,37,82.0,72,1351.0,539,1.106,689438.0,201482.91,2018,0
1457527756,Emergency Medicine,CA,M,43,253.0,73,1127.0,581,2.7571,576473.0,91571.55,2016,0
1558504555,Diagnostic Radiology,OH,F,51,829.0,73,3692.0,1810,1.9533,1235759.2,136812.75,2019,0
1083773329,Gastroenterology,MI,M,17,105.0,69,469.0,270,1.134,230798.0,41857.49,2018,0
1750336244,Otolaryngology,HI,M,29,235.0,73,993.0,475,1.1049,285111.05,85905.1,2016,0
1487834586,Physician Assistant,PA,F,30,82.0,73,65.0,21,1.365,30031.0,2485.69,2019,0
1386009421,Physical Therapist in Private Practice,AL,F,11,82.0,71,711.0,18,1.666,36562.0,13767.35,2019,0
1417118035,Anesthesiology,NY,M,56,77.0,70,188.0,172,3.4203,380773.5,29286.88,2017,0
1801988431,"Psychologist, Clinical",CA,M,6,25.0,77,2296.0,51,2.5952,525685.0,149650.19,2017,0
1649275553,Emergency Medicine,IN,M,25,217.0,70,571.0,495,2.0995,379404.0,59388.81,2017,0
1700944105,"Psychologist, Clinical",OH,M,2,16.0,60,376.0,35,1.1758,56400.0,18499.22,2017,0
1376965681,Physical Therapist in Private Practice,SC,F,9,14.0,75,890.0,44,1.323,50875.0,17911.63,2018,0
1720531205,Nurse Practitioner,OH,M,4,56.0,71,207.0,96,1.4274,59837.0,8516.72,2017,0
1659371334,Nuclear Medicine,NJ,M,24,925.0,76,3643.0,1982,2.4495,368799.0,112050.86,2016,0
1356647655,Nurse Practitioner,CO,F,22,38.0,71,185.0,103,0.9603,48037.0,15241.72,2018,0
1932524477,Nurse Practitioner,SC,F,11,39.0,62,127.0,108,1.6203,100164.85,9272.06,2018,0
1831340165,Physician Assistant,NH,F,36,46.0,71,155.0,103,2.6674,27901.8,8119.87,2017,0
1780731661,Internal Medicine,TN,M,28,102.0,71,3010.0,265,2.1924,203143.0,48777.85,2018,0
1922360890,Diagnostic Radiology,NY,M,14,51.0,73,150.0,114,2.8962,7456.0,1737.9,2017,0
1588958326,Podiatry,FL,F,33,341.0,80,2769.0,841,3.2308,758460.38,146275.09,2016,0
1013094234,Cardiovascular Disease (Cardiology),SC,M,65,1328.0,75,8331.0,2704,1.6614,1315095.0,449849.42,2016,0
1194788976,Rheumatology,PA,M,4,18.0,70,131.0,58,1.5911,25336.0,5928.97,2016,0
1497926539,Certified Registered Nurse Anesthetist (CRNA),WI,M,35,65.0,72,200.0,191,1.5414,230533.2,11724.0,2019,0
1104934744,Nurse Practitioner,NE,F,6,36.0,62,433.0,82,1.4102,43861.12,14801.88,2019,0
1407088966,Geriatric Medicine,TX,M,11,71.0,77,287.0,154,2.7004,48557.0,21176.06,2018,0
1740734482,Nurse Practitioner,FL,M,3,82.0,75,48.0,17,5.1722,46228.0,6379.87,2016,0
1447412945,Ophthalmology,MS,M,38,289.0,71,2457.0,749,1.4038,572317.0,234684.79,2016,0
1932285657,Infectious Disease,WA,M,17,63.0,64,441.0,101,3.4303,75352.5,28275.32,2016,0
1568456317,Audiologist,PR,F,8,82.0,75,104.0,23,2.2422,5043.64,3445.6,2017,0
1972593176,Family Practice,OH,M,44,109.0,75,2174.0,246,1.3022,167665.0,60981.13,2016,0
1942634837,Physician Assistant,FL,M,33,66.0,77,213.0,186,2.5051,67718.0,16083.03,2018,0
1649461559,Urology,IN,M,120,776.0,73,6527.0,1150,1.5502,1001343.59,319715.75,2017,0
1558688200,Internal Medicine,MD,F,26,167.0,72,647.0,353,2.8672,132296.0,53613.76,2016,0
1013900547,Diagnostic Radiology,WY,M,204,1093.0,74,5346.0,2537,1.1034,788641.01,161236.81,2019,0
1215985049,Diagnostic Radiology,PA,M,159,1543.0,74,5874.0,3968,1.6686,513562.0,110370.36,2016,0
1144692138,Physical Therapist in Private Practice,NJ,F,8,82.0,72,115.0,12,2.2997,12316.68,2996.78,2017,0
1174543615,Internal Medicine,IL,M,15,246.0,77,1192.0,584,2.4344,755413.0,106438.89,2018,0
1851310825,Orthopedic Surgery,CA,M,83,176.0,75,3480.0,604,1.2919,618254.24,203661.42,2017,0
1467403295,Physician Assistant,GA,F,3,36.0,56,40.0,36,1.3499,7360.0,1685.55,2018,0
1033779517,Physician Assistant,PA,F,13,18.0,76,82.0,51,1.6262,10637.0,3653.29,2019,0
1184889271,Internal Medicine,NJ,M,9,214.0,72,2259.0,443,3.5082,328000.0,170463.82,2016,0
1609815703,Family Practice,PA,F,74,95.0,72,1595.0,326,1.1348,153886.75,81785.42,2017,0
1811357700,Physical Therapist in Private Practice,MI,M,10,24.0,73,2239.0,88,1.3348,111235.38,45791.68,2016,0
1568543429,Internal Medicine,CT,M,42,112.0,74,469.0,270,1.0701,58889.0,22056.05,2018,0
1295776748,Chiropractic,IL,M,1,31.0,75,492.0,78,0.9816,13284.0,9067.76,2018,0
1093004954,Emergency Medicine,UT,F,58,101.0,72,716.0,303,1.1856,63869.4,23383.55,2019,0
1376929745,Nurse Practitioner,VA,F,7,19.0,63,52.0,49,1.6775,13777.0,3309.85,2017,0
1457438558,Certified Clinical Nurse Specialist,TX,F,12,70.0,74,169.0,145,1.8665,19847.0,5492.93,2018,0
1134347123,"Psychologist, Clinical",NY,F,2,82.0,67,109.0,11,1.8878,19215.0,7714.48,2019,0
1104258664,Certified Registered Nurse Anesthetist (CRNA),WI,F,29,39.0,69,91.0,79,1.3824,76014.14,6883.49,2016,0
1417950155,Cardiology,MD,M,35,357.0,78,4196.0,822,1.2268,1311522.5,359162.54,2017,0
1225080815,Nurse Practitioner,MI,F,17,130.0,65,522.0,350,1.5006,462566.0,33466.06,2016,0
1770570350,Endocrinology,OH,F,10,152.0,70,1238.0,322,2.5719,150915.0,98867.2,2016,0
1417045949,Optometry,OK,F,9,71.0,74,227.0,166,0.9297,24798.0,15985.1,2017,0
1497194872,Obstetrics & Gynecology,AL,F,14,0.0,69,68.0,30,0.8222,5707.3,3026.7,2018,0
1467810333,Physical Therapist in Private Practice,MS,F,3,82.0,70,358.0,11,0.7195,24018.0,7018.73,2016,0
1619289428,Neurosurgery,MA,M,12,16.0,76,42.0,27,2.2041,17509.0,6804.99,2017,0
1457318305,Neurosurgery,FL,M,53,201.0,74,893.0,418,1.4597,468551.34,193255.57,2017,0
1700061934,Internal Medicine,MD,F,18,26.0,68,865.0,175,1.3377,140462.0,56439.96,2016,0
1043285943,Anesthesiology,TN,M,82,195.0,71,502.0,445,2.0525,920057.0,57601.54,2017,0
1932151818,Nurse Practitioner,SC,F,49,62.0,70,1586.0,185,1.0712,221137.51,52906.57,2017,0
1669446001,Obstetrics & Gynecology,MS,M,38,82.0,69,219.0,108,1.3315,35906.75,11032.06,2018,0
1093906117,Internal Medicine,MA,M,12,76.0,72,471.0,175,3.1771,144190.0,31358.94,2018,0
1770945222,Family Practice,KY,F,21,82.0,72,55.0,23,1.0504,4371.2,2759.67,2019,0
1750467858,Optometry,IL,F,5,82.0,72,110.0,15,0.5972,2760.0,1457.22,2018,0
1649201369,Obstetrics & Gynecology,KS,M,24,0.0,69,150.0,82,1.1082,32515.0,11736.28,2017,0
1538253174,"Psychologist, Clinical",CA,F,2,82.0,64,250.0,23,1.6889,37800.0,25414.43,2018,0
1972705077,Orthopedic Surgery,MI,M,40,20.0,64,439.0,81,1.2143,231133.11,70169.29,2016,0
1780111294,Anesthesiology Assistant,DC,F,46,109.0,72,233.0,230,2.0376,146059.2,23925.03,2019,0
1508843996,Internal Medicine,IL,M,22,103.0,69,444.0,281,1.8574,495134.0,38080.57,2018,0
1508051657,Physical Therapist in Private Practice,IN,F,10,82.0,71,1143.0,32,1.2038,92967.0,19860.03,2018,0
1356324537,Physician Assistant,NC,M,68,158.0,72,1487.5,378,1.1181,201919.5,59371.74,2017,0
1780644385,Internal Medicine,FL,M,15,23.0,65,152.0,49,1.9836,22859.58,12581.36,2018,0
1275608739,Physician Assistant,ID,F,22,82.0,71,83.0,30,1.1879,36097.0,7859.26,2018,0
1356653927,General Practice,CA,M,62,53.0,75,463.0,115,2.2041,510056.0,125588.01,2019,0
1275938797,Nurse Practitioner,OK,F,25,26.0,67,161.0,66,1.2808,17775.0,7171.98,2019,0
1285746743,Anesthesiology,NM,M,19,38.0,71,94.0,91,0.7488,85455.0,15288.08,2018,0
1144205303,Family Practice,CO,M,114,191.0,73,3167.0,399,0.9957,178528.06,72643.87,2017,0
1285792879,Obstetrics & Gynecology,NV,M,32,0.0,70,378.0,144,0.8525,125784.0,24326.24,2019,0
1831136845,Gastroenterology,MA,M,24,79.0,71,237.0,156,1.498,91974.0,19431.0,2018,0
1952461550,Orthopedic Surgery,PA,F,25,23.0,74,131.0,69,2.6541,49154.88,22066.0,2018,0
1841308707,Physical Therapist in Private Practice,FL,F,8,34.0,77,1828.0,61,0.953,80470.0,36832.56,2016,0
1255334447,Obstetrics & Gynecology,MD,F,16,0.0,69,309.0,186,0.9627,54065.0,15729.72,2016,0
1376848077,Podiatry,MS,M,27,574.0,73,12349.0,1586,1.7174,1483870.0,475249.12,2017,0
1538189915,Hematology-Oncology,FL,M,112,106.0,72,138039.0,259,2.6308,1948486.58,878940.18,2019,0
1497930192,Obstetrics & Gynecology,TX,F,17,0.0,52,65.0,26,1.3221,18502.0,4153.21,2019,0
1144583683,Diagnostic Radiology,PA,M,155,796.0,72,2624.0,2017,2.1199,215426.0,47149.09,2018,0
1013909910,Anesthesiology,LA,M,33,21.0,63,70.0,47,3.211,61702.0,11305.6,2018,0
1912251471,Nurse Practitioner,CO,F,14,0.0,65,39.0,24,0.7132,5276.0,1699.78,2016,0
1801935697,Internal Medicine,CO,M,9,82.0,65,26.0,20,1.6158,4559.5,1169.48,2019,0
1669835369,Emergency Medicine,MS,M,5,82.0,66,42.0,28,3.0735,59428.0,3712.41,2019,0
1457543183,Nurse Practitioner,MS,F,2,82.0,79,43.0,40,3.0723,3525.0,1197.94,2017,0
1023491636,Internal Medicine,NE,M,17,57.0,78,397.0,158,1.7693,100841.0,39560.36,2018,0
1992063341,Orthopedic Surgery,MN,F,68,109.0,75,767.0,312,1.0849,478932.0,85312.77,2019,0
1821397290,Internal Medicine,MD,M,13,45.0,72,252.0,90,3.0238,143490.0,33592.86,2017,0
1669419859,Neurology,PA,F,14,128.0,75,449.0,245,2.3148,129530.0,49276.07,2019,0
1609964857,Nurse Practitioner,MI,F,15,46.0,49,502.0,92,1.7348,58789.0,23420.86,2018,0
1881112787,Nurse Practitioner,DE,F,6,25.0,69,192.0,38,2.7514,22530.99,7387.11,2018,0
1902281660,Certified Registered Nurse Anesthetist (CRNA),TX,M,13,82.0,69,32.0,32,1.175,37628.0,4880.22,2016,0
1841219078,Podiatry,AL,F,37,147.0,75,1357.0,389,1.7007,126901.1,46998.68,2018,0
1578506507,Emergency Medicine,NC,M,18,281.0,72,824.0,658,1.9008,413819.0,78241.81,2018,0
1851407274,Plastic and Reconstructive Surgery,NY,M,73,32.0,71,344.0,87,2.3348,1058079.3,59475.65,2016,0
1376543017,Ophthalmology,NY,M,30,146.0,77,1345.0,403,1.1598,707250.0,171212.3,2018,0
1275011033,Physical Therapist in Private Practice,PA,M,13,39.0,72,2124.0,103,0.9752,139772.0,45868.16,2019,0
1528064144,Neurosurgery,ND,M,53,66.0,71,289.0,150,1.4375,319744.0,55114.0,2017,0
1548238579,Family Practice,MI,M,63,137.0,71,2183.0,238,1.0129,117590.01,62594.49,2019,0
1265487250,Internal Medicine,OH,F,41,83.0,75,1748.0,284,1.0268,150234.0,63620.95,2016,0
1013224427,Neurology,FL,M,23,252.0,70,884.0,443,1.6458,471630.0,85418.64,2018,0
1376773697,Physician Assistant,FL,F,29,201.0,74,3272.0,516,1.008,394337.6,107495.95,2016,0
1790802007,Nurse Practitioner,PA,F,23,59.0,75,270.0,156,1.0655,40186.0,12310.07,2019,0
1144423526,Emergency Medicine,IL,M,27,208.0,68,559.0,461,2.1909,299063.0,60407.62,2017,0
1841384625,Internal Medicine,MD,M,9,176.0,68,780.0,494,1.2439,20171.0,3076.05,2017,0
1922219443,Physical Therapist in Private Practice,OK,F,11,82.0,69,417.0,28,0.9474,20181.0,8566.62,2016,0
1902873532,Diagnostic Radiology,FL,M,175,619.0,71,3614.0,1533,2.4217,304746.75,72481.42,2016,0
1407856719,Emergency Medicine,VA,F,20,247.0,74,927.0,577,2.2452,372133.0,83050.04,2018,0
1255315743,General Practice,FL,M,11,34.0,78,245.0,72,0.8876,50250.0,13649.43,2019,0
1922276559,Chiropractic,CA,F,1,82.0,69,114.0,14,0.5009,5400.0,3275.31,2017,0
1235105396,Internal Medicine,IL,F,76,31.0,75,4297.0,251,0.9856,293350.0,111087.89,2017,0
1740774090,Physician Assistant,MA,F,35,81.0,68,383.0,169,1.5293,861666.0,29086.3,2019,0
1508912270,Hematology-Oncology,CO,M,7,82.0,72,303.0,112,1.966,109543.0,21021.04,2017,0
1902809106,Physical Medicine and Rehabilitation,FL,M,25,27.0,73,187.0,60,0.9386,15735.0,5164.98,2016,0
1033346770,Radiation Oncology,TX,M,42,126.0,72,999.0,164,1.8265,682803.0,109285.41,2018,0
1013420124,Nurse Practitioner,WA,F,22,35.0,70,169.0,77,1.1321,34318.0,9922.97,2019,0
1144217530,Family Practice,KS,M,79,142.0,71,2150.0,264,0.82,215401.0,85283.21,2016,0
1891834172,Internal Medicine,TX,F,16,82.0,69,124.0,24,1.0194,23497.25,6960.36,2018,0
